ABLA|37.14114,-2.780104
BORMUJOS|37.37101,-6.070961
BRENES|37.55057,-5.873065
BURGUILLOS|37.58725,-5.967274
CABEZAS DE SAN JUAN (LAS)|36.98133,-5.940864
CAMAS|37.40087,-6.032911
CAMPANA (LA)|37.56945,-5.425768
CAÑADA ROSAL|37.59894,-5.210358
CANTILLANA|37.60867,-5.825826
CARMONA|37.47102,-5.642328
CARRION DE LOS CESPEDES|37.36847,-6.328958
CASARICHE|37.29389,-4.759532
CASTILBLANCO DE LOS ARROYOS|37.67459,-5.9893
CASTILLEJA DE GUZMAN|37.40865,-6.057408
CASTILLEJA DE LA CUESTA|37.38644,-6.051838
CASTILLEJA DEL CAMPO|37.38591,-6.33445
CASTILLO DE LAS GUARDAS (EL)|37.6916,-6.314299
CAZALLA DE LA SIERRA|37.9296,-5.760799
CONSTANTINA|37.87227,-5.619115
CORIA DEL RIO|37.28506,-6.051814
CORIPE|36.97023,-5.441308
CORONIL (EL)|37.08228,-5.633467
CORRALES (LOS)|37.09732,-4.98291
CUERVO DE SEVILLA (EL)|36.85136,-6.041625
DOS HERMANAS|37.28318,-5.922242
ECIJA|37.54093,-5.079953
ESPARTINAS|37.37997,-6.123577
ESTEPA|37.29147,-4.878506
FUENTES DE ANDALUCIA|37.46221,-5.348385
GARROBO (EL)|37.62539,-6.172421
GELVES|37.33677,-6.025333
GERENA|37.52553,-6.157654
GILENA|37.25134,-4.913494
GINES|37.38713,-6.078264
GUADALCANAL|38.09198,-5.821165
GUILLENA|37.53902,-6.052268
HERRERA|37.36176,-4.850014
HUEVAR DEL ALJARAFE|37.35599,-6.27659
ISLA MAYOR|37.13356,-6.162807
LANTEJUELA (LA)|37.35353,-5.222986
LEBRIJA|36.91951,-6.078367
LORA DE ESTEPA|37.26869,-4.827815
LORA DEL RIO|37.65923,-5.526284
LUISIANA (LA)|37.52613,-5.248721
MADROÑO (EL)|37.64548,-6.511699
MAIRENA DEL ALCOR|37.37316,-5.747595
MAIRENA DEL ALJARAFE|37.34449,-6.065354
MARCHENA|37.32972,-5.416465
MARINALEDA|37.37473,-4.953792
MARTIN DE LA JARA|37.10655,-4.962173
MOLARES (LOS)|37.15531,-5.719529
MONTELLANO|36.99564,-5.570882
MORON DE LA FRONTERA|37.1223,-5.451869
NAVAS DE LA CONCEPCION (LAS)|37.93347,-5.464808
OLIVARES|37.41868,-6.155926
OSUNA|37.23697,-5.102748
PALACIOS Y VILLAFRANCA (LOS)|37.15859,-5.924166
PALOMARES DEL RIO|37.32256,-6.057716
PARADAS|37.28981,-5.497219
PEDRERA|37.22301,-4.896754
PEDROSO (EL)|37.84222,-5.763515
PEÑAFLOR|37.70726,-5.346412
PILAS|37.30167,-6.302449
PRUNA|36.97364,-5.222943
PUEBLA DE CAZALLA (LA)|37.22441,-5.31227
PUEBLA DE LOS INFANTES (LA)|37.77852,-5.388995
PUEBLA DEL RIO (LA)|37.26748,-6.062557
REAL DE LA JARA (EL)|37.95061,-6.1559
RINCONADA (LA)|37.4878,-5.979309
RODA DE ANDALUCIA (LA)|37.20099,-4.779276
RONQUILLO (EL)|37.72555,-6.176963
RUBIO (EL)|37.3557,-4.988925
SALTERAS|37.41824,-6.111633
SAN JUAN DE AZNALFARACHE|37.35838,-6.035451
SAN NICOLAS DEL PUERTO|37.99353,-5.653036
SANLUCAR LA MAYOR|37.38578,-6.201977
SANTIPONCE|37.43869,-6.038414
SAUCEJO (EL)|37.07005,-5.096187
SEVILLA|37.38264,-5.996295
TOCINA|37.60978,-5.733069
TOMARES|37.37404,-6.045198
UMBRETE|37.36993,-6.157722
UTRERA|37.18142,-5.781507
VALENCINA DE LA CONCEPCION|37.41601,-6.076959
VILLAMANRIQUE DE LA CONDESA|37.2463,-6.306533
VILLANUEVA DE SAN JUAN|37.05036,-5.175473
VILLANUEVA DEL ARISCAL|37.39572,-6.141313
VILLANUEVA DEL RIO Y MINAS|37.6601,-5.714389
VILLAVERDE DEL RIO|37.58805,-5.873684
VISO DEL ALCOR (EL)|37.38826,-5.719357
ABIEGO|42.12121,-0.0710325
ABIZANDA|42.24253|0.1962168
ADAHUESCA|42.14478,-0.0074547
AGÜERO|42.35485,-0.7945753
AINSA-SOBRARBE|42.41556|0.1469093
AISA|42.68278|0.6169444
ALBALATE DE CINCA|41.72295|0.145821
ALBALATILLO|41.73671,-0.1505924
ALBELDA|41.86542|0.4611521
ALBERO ALTO|42.05005,-0.3374676
ALBERO BAJO|42.0252,-0.3813607
ALBERUELA DE TUBO|41.9088,-0.2136612
ALCALA DE GURREA|42.06782,-0.6856087
ALCALA DEL OBISPO|42.07784,-0.2930976
ALCAMPELL|41.9059|0.4318866
ALCOLEA DE CINCA|41.71719|0.1180138
ALCUBIERRE|41.8068,-0.4514643
ALERRE|42.16312,-0.462901
ALFANTEGA|41.82908|0.1477768
ALMUDEVAR|42.03736,-0.5796334
ALMUNIA DE SAN JUAN|41.93567|0.24484
ALMUNIENTE|41.94961,-0.4104751
ALQUEZAR|42.17119|0.0240388
ALTORRICON|41.80322|0.4131394
ANGÜES|42.11126,-0.153561
ANSO|42.75754,-0.8281171
ANTILLON|42.0359,-0.1623112
ARAGÜES DEL PUERTO|42.70673,-0.6700809
AREN|42.25887|0.7209243
ARGAVIESO|42.05301,-0.2790706
ARGUIS|42.31468,-0.4385688
AYERBE|42.27497,-0.6887537
AZANUY-ALINS|41.9738|0.3116778
AZARA|42.06894,-0.0314073
AZLOR|42.09446,-0.0439338
BAELLS|41.95377|0.4596325
BAILO|42.51,-0.8113827
BALDELLOU|41.91793|0.5468061
BALLOBAR|41.62202|0.1911941
BANASTAS|42.18112,-0.4504838
BARBASTRO|42.0348|0.1239805
BARBUES|41.97961,-0.419158
BARBUÑALES|42.02539,-0.0875083
BARCABO|42.24125|0.0694723
BELVER DE CINCA|41.68973|0.1784385
BENABARRE|42.10639|0.4791799
BENASQUE|42.60514|0.5239731
BERBEGAL|41.96134,-0.0015523
BIELSA|42.6338|0.2184766
BIERGE|42.16133,-0.0829719
BIESCAS|42.62798,-0.3246984
BINACED|41.82656|0.2010187
BINEFAR|41.85286|0.2937235
BISAURRI|42.4967|0.5070404
BISCARRUES|42.22821,-0.7515044
BLECUA Y TORRES|42.05741,-0.1870271
BOLTAÑA|42.44247|0.0698157
BONANSA|42.4271|0.6676375
BORAU|42.65874,-0.5881645
BROTO|42.60481,-0.1235453
CALDEARENAS|42.39699,-0.4999619
CAMPO|42.40875|0.3940125
CAMPORRELLS|41.95886|0.5218998
CANAL DE BERDUN|42.60377,-0.8584673
CANDASNOS|41.50383|0.0641451
CANFRANC|42.71557,-0.5256487
CAPDESASO|41.84393,-0.1854229
CAPELLA|42.19704|0.3961923
CASBAS DE HUESCA|42.15627,-0.1404078
CASTEJON DE MONEGROS|41.61756,-0.2399075
CASTEJON DE SOS|42.5132|0.4930989
CASTEJON DEL PUENTE|41.96238|0.1569228
CASTELFLORITE|41.80238,-0.0215957
CASTIELLO DE JACA|42.6319,-0.5506048
CASTIGALEU|42.20435|0.5783337
CASTILLAZUELO|42.06716|0.0654169
CASTILLONROY|41.88442|0.5141938
CHALAMERA|41.66556|0.1619226
CHIA|42.52047|0.4657107
CHIMILLAS|42.17066,-0.4507998
COLUNGO|42.17274|0.0645458
ESPLUS|41.79845|0.2743229
ESTADA|42.07153|0.2348273
ESTADILLA|42.056|0.2439407
ESTOPIÑAN DEL CASTILLO|41.99734|0.5428858
FAGO|42.73519,-0.8654409
FANLO|42.58699,-0.0211814
FISCAL|42.49565,-0.1211532
FONZ|42.01005|0.2583155
FORADADA DEL TOSCAR|42.41026|0.3507822
FRAGA|41.52243|0.3489263
FUEVA (LA)|42.45247|0.2807868
GISTAIN|42.59116|0.3360597
GRADO (EL)|42.15097|0.2234078
GRAÑEN|41.93995,-0.3692021
GRAUS|42.19274|0.3389097
GURREA DE GALLEGO|42.01335,-0.7621484
HOZ DE JACA|42.69039,-0.3062892
HOZ Y COSTEAN|42.13334|0.1333333
HUERTO|41.93188,-0.1666296
HUESCA|42.1401,-0.408898
IBIECA|42.16119,-0.2077939
IGRIES|42.21444,-0.4315612
ILCHE|41.95788|0.0574015
ISABENA|42.31|0.527
JACA|42.57101,-0.5494531
JASA|42.69462,-0.665348
LABUERDA|42.452|0.1346856
LALUENGA|42.00335,-0.0464519
LALUEZA|41.84184,-0.255536
LANAJA|41.77214,-0.32952
LAPERDIGUERA|41.99125,-0.0464749
LASCELLAS-PONZANO|42.06499,-0.075216
LASCUARRE|42.19926|0.5159816
LASPAULES|42.47078|0.5984959
LASPUÑA|42.50342|0.1536913
LOARRE|42.31464,-0.6249158
LOPORZANO|42.16131,-0.324034
LOSCORRALES|42.25349,-0.6408842
LUPIÑEN-ORTILLA|42.17545,-0.5807649
MONESMA Y CAJIGAR|42.26012|0.5972991
MONFLORITE-LASCASAS|42.09462,-0.3563396
MONTANUY|42.46497|0.6956547
MONZON|41.91031|0.1946406
NAVAL|42.1935|0.152271
NOVALES|42.03196,-0.2884137
NUENO|42.26603,-0.4402177
OLVENA|42.10948|0.2596299
ONTIÑENA|41.67529|0.0884791
OSSO DE CINCA|41.66531|0.1914486
PALO|42.32282|0.24378
PANTICOSA|42.72368,-0.282123
PEÑALBA|41.50001,-0.0384445
PEÑAS DE RIGLOS (LAS)|42.34886,-0.7268404
PERALTA DE ALCOFEA|41.93196,-0.0664381
PERALTA DE CALASANZ|42.01811|0.3936722
PERALTILLA|42.05527,-0.0169962
PERARRUA|42.26766|0.3514397
PERTUSA|42.00211,-0.1273263
PIRACES|42.00398,-0.3173049
PLAN|42.56667,-0.3333333
POLEÑINO|41.87049,-0.3096014
POZAN DE VERO|42.08028|0.0336244
PUEBLA DE CASTRO (LA)|42.14466|0.2874012
PUENTE DE MONTAÑANA|42.15042|0.6935181
PUENTE LA REINA DE JACA|42.56241,-0.787348
PUERTOLAS|42.54812|0.132426
PUEYO DE ARAGUAS (EL)|42.44161|0.1618542
PUEYO DE SANTA CRUZ|41.85814|0.1572041
QUICENA|42.14807,-0.3585494
ROBRES|41.86637,-0.4609118
SABIÑANIGO|42.5197,-0.3650786
SAHUN|42.57606|0.4648095
SALAS ALTAS|42.11472|0.0712943
SALAS BAJAS|42.09966|0.0836292
SALILLAS|41.99313,-0.2247787
SALLENT DE GALLEGO|42.77204,-0.3347842
SAN ESTEBAN DE LITERA|41.90414|0.3258535
SAN JUAN DE PLAN|42.5874|0.3445169
SAN MIGUEL DEL CINCA|41.82222|0.0761111
SANGARREN|42.01752,-0.4311999
SANTA CILIA|42.56117,-0.7136365
SANTA CRUZ DE LA SEROS|42.52251,-0.6743599
SANTA MARIA DE DULCIS|42.12139|0.0238889
SANTALIESTRA Y SAN QUILEZ|42.30676|0.3654154
SARIÑENA|41.79218,-0.1572419
SECASTILLA|42.18098|0.2667636
SEIRA|42.48045|0.4298865
SENA|41.71468,-0.0437513
SENES DE ALCUBIERRE|41.90733,-0.4904756
SESA|41.99627,-0.2454906
SESUE|42.55166|0.4727303
SIETAMO|42.12341,-0.2796467
SOPEIRA|42.31677|0.7468303
SOTONERA (LA)|42.25468,-0.5446912
TAMARITE DE LITERA|41.86698|0.4220118
TARDIENTA|41.97935,-0.538924
TELLA-SIN|42.58333|0.2
TIERZ|42.13257,-0.3533829
TOLVA|42.11551|0.56399
TORLA|42.62793,-0.1106253
TORRALBA DE ARAGON|41.93518,-0.5106578
TORRE LA RIBERA|42.37292|0.5268245
TORRENTE DE CINCA|41.47287|0.3348973
TORRES DE ALCANADRE|41.968,-0.1109713
TORRES DE BARBUES|41.95996,-0.4323657
TRAMACED|41.97267,-0.2976621
VALFARTA|41.55791,-0.1338425
VALLE DE BARDAJI|42.43333|0.4666667
VALLE DE HECHO|42.7395,-0.7503078
VALLE DE LIERP|42.38|0.489
VELILLA DE CINCA|41.587|0.261464
VENCILLON|41.7051|0.3219554
VERACRUZ|42.38238|0.610943
VIACAMP Y LITERA|42.12725|0.6159651
VICIEN|42.0555,-0.4401985
VILLANOVA|42.54668|0.4618572
VILLANUA|42.67982,-0.5308006
VILLANUEVA DE SIGENA|41.71533,-0.0088677
YEBRA DE BASA|42.48631,-0.2820295
YESERO|42.61928,-0.2497312
ZAIDIN|41.60407|0.266089
ABABUJ|40.54846,-0.8077833
ABEJUELA|39.91035,-0.8941151
AGUATON|40.67128,-1.234348
AGUAVIVA|40.82281,-0.197559
AGUILAR DEL ALFAMBRA|40.59013,-0.7964078
ALACON|41.02371,-0.6967831
ALBA|40.61812,-1.345689
ALBALATE DEL ARZOBISPO|41.12081,-0.510963
ALBARRACIN|40.40652,-1.444402
ALBENTOSA|40.10305,-0.7695187
ALCAINE|40.95359,-0.7054526
ALCALA DE LA SELVA|40.37181,-0.7197202
ALCAÑIZ|41.04895,-0.1306302
ALCORISA|40.89169,-0.3806293
ALFAMBRA|40.54725,-1.033759
ALIAGA|40.67419,-0.7019678
ALLEPUZ|40.49272,-0.7275794
ALLOZA|40.96944,-0.5302091
ALLUEVA|40.98565,-1.042622
ALMOHAJA|40.60515,-1.437312
ALOBRAS|40.17833,-1.388046
ALPEÑES|40.79881,-1.065551
ANADON|40.98174,-0.9833327
ANDORRA|40.97544,-0.4436573
ARCOS DE LAS SALINAS|39.99099,-1.042252
ARENS DE LLEDO|40.99172|0.2717271
ARGENTE|40.68888,-1.163326
ARIÑO|41.03015,-0.5921203
AZAILA|41.29047,-0.4952874
BADENAS|41.09168,-1.121329
BAGUENA|41.04003,-1.356289
BAÑON|40.83926,-1.190015
BARRACHINA|40.89761,-1.140161
BEA|41.03651,-1.146732
BECEITE|40.83106|0.1795601
BELLO|40.92228,-1.499419
BELMONTE DE SAN JOSE|40.87395,-0.0630138
BERGE|40.85691,-0.426644
BEZAS|40.33197,-1.32469
BLANCAS|40.81325,-1.48246
BLESA|41.05129,-0.8843605
BORDON|40.68736,-0.3218952
BRONCHALES|40.50909,-1.589083
BUEÑA|40.70864,-1.267302
BURBAGUENA|41.01594,-1.337462
CABRA DE MORA|40.31739,-0.8070812
CALACEITE|41.01737|0.1883228
CALAMOCHA|40.92026,-1.300972
CALANDA|40.94182,-0.2341148
CALOMARDE|40.37254,-1.575251
CAMAÑAS|40.64226,-1.137267
CAMARENA DE LA SIERRA|40.1476,-1.040907
CAMARILLAS|40.61241,-0.7541127
CAMINREAL|40.83794,-1.325887
CAÑADA DE BENATANDUZ|40.58067,-0.5349099
CAÑADA DE VERICH (LA)|40.86644,-0.0995028
CAÑADA VELLIDA|40.7075,-0.9136373
CAÑIZAR DEL OLIVAR|40.81605,-0.6457179
CANTAVIEJA|40.52803,-0.4055863
CASCANTE DEL RIO|40.1959,-1.11522
CASTEJON DE TORNOS|40.99822,-1.425183
CASTEL DE CABRA|40.80246,-0.6970078
CASTELLAR (EL)|40.36524,-0.8173128
CASTELLOTE|40.80043,-0.3202745
CASTELNOU|41.22842,-0.364945
CASTELSERAS|40.98142,-0.1479251
CEDRILLAS|40.43633,-0.8514571
CELADAS|40.4751,-1.1496
CELLA|40.4551,-1.286764
CEROLLERA (LA)|40.84003,-0.055186
CODOÑERA (LA)|40.93358,-0.0862302
CORBALAN|40.4036,-0.9857588
CORTES DE ARAGON|40.97435,-0.8356173
COSA|40.8343,-1.136364
CRETAS|40.92919|0.2118405
CRIVILLEN|40.88327,-0.5752621
CUBA (LA)|40.59166,-0.2970706
CUBLA|40.21148,-1.079226
CUCALON|41.08574,-1.214002
CUERVO (EL)|40.15096,-1.325314
CUEVAS DE ALMUDEN|40.71449,-0.8305358
CUEVAS LABRADAS|40.45322,-1.05266
EJULVE|40.77497,-0.5545593
ESCORIHUELA|40.54573,-0.9731783
ESCUCHA|40.79532,-0.8095553
ESTERCUEL|40.85538,-0.63077
FERRERUELA DE HUERVA|41.06351,-1.233128
FONFRIA|40.99593,-1.08479
FORMICHE ALTO|40.32515,-0.8938176
FORNOLES|40.89391,-0.0040137
FORTANETE|40.50564,-0.523106
FOZ-CALANDA|40.92335,-0.2674085
FRESNEDA (LA)|40.928|0.0749166
FRIAS DE ALBARRACIN|40.33777,-1.61514
FUENFERRADA|40.86872,-1.011204
FUENTES CALIENTES|40.70115,-0.9790183
FUENTES CLARAS|40.86362,-1.323613
FUENTES DE RUBIELOS|40.16914,-0.6190795
FUENTESPALDA|40.80629|0.0646729
GALVE|40.65557,-0.8808522
GARGALLO|40.83582,-0.5847404
GEA DE ALBARRACIN|40.41083,-1.34803
GINEBROSA (LA)|40.87043,-0.1334234
GRIEGOS|40.42653,-1.710974
GUADALAVIAR|40.38779,-1.717363
GUDAR|40.44069,-0.720406
HIJAR|41.17572,-0.451008
HINOJOSA DE JARQUE|40.69128,-0.78589
HOZ DE LA VIEJA (LA)|40.92379,-0.8433804
HUESA DEL COMUN|41.00974,-0.919908
IGLESUELA DEL CID (LA)|40.48194,-0.3190694
JABALOYAS|40.24036,-1.407509
JARQUE DE LA VAL|40.70321,-0.801036
JATIEL|41.21877,-0.3813306
JORCAS|40.54332,-0.7536469
JOSA|40.95604,-0.7673877
LAGUERUELA|41.04225,-1.192358
LANZUELA|41.09767,-1.204139
LIBROS|40.16194,-1.234506
LIDON|40.71624,-1.11308
LINARES DE MORA|40.32256,-0.5739371
LLEDO|40.95488|0.2769528
LOSCOS|41.08124,-1.044818
MAICAS|40.966,-0.8897479
MANZANERA|40.05788,-0.8298928
MARTIN DEL RIO|40.84419,-0.895496
MAS DE LAS MATAS|40.83395,-0.2415907
MATA DE LOS OLMOS (LA)|40.86584,-0.5210474
MAZALEON|41.04979|0.1039728
MEZQUITA DE JARQUE|40.72208,-0.8684379
MIRAMBEL|40.58709,-0.3423839
MIRAVETE DE LA SIERRA|40.57729,-0.6942516
MOLINOS|40.81963,-0.450496
MONFORTE DE MOYUELA|41.05423,-1.014965
MONREAL DEL CAMPO|40.7903,-1.354099
MONROYO|40.7874,-0.0317478
MONTALBAN|40.83571,-0.7995237
MONTEAGUDO DEL CASTILLO|40.45858,-0.8180161
MONTERDE DE ALBARRACIN|40.49734,-1.491821
MORA DE RUBIELOS|40.25319,-0.7525505
MOSCARDON|40.33262,-1.537196
MOSQUERUELA|40.36135,-0.4491089
MUNIESA|41.03386,-0.8120759
NOGUERA DE ALBARRACIN|40.46058,-1.597306
NOGUERAS|41.13451,-1.066893
NOGUERUELAS|40.23698,-0.637303
OBON|40.90473,-0.7230815
ODON|40.88443,-1.567813
OJOS NEGROS|40.73796,-1.500031
OLBA|40.13258,-0.6249871
OLIETE|40.99805,-0.6744237
OLMOS (LOS)|40.87758,-0.4884439
ORIHUELA DEL TREMEDAL|40.55058,-1.649716
ORRIOS|40.58663,-0.9876969
PALOMAR DE ARROYOS|40.77993,-0.7503164
PANCRUDO|40.76154,-1.029473
PARRAS DE CASTELLOTE (LAS)|40.77547,-0.2433772
PEÑARROYA DE TASTAVINS|40.75538|0.0393172
PERACENSE|40.64172,-1.469499
PERALEJOS|40.48456,-1.0332
PERALES DEL ALFAMBRA|40.63414,-1.003348
PITARQUE|40.64859,-0.5922781
PLOU|40.99202,-0.8543398
POBO (EL)|40.50883,-0.8608847
PORTELLADA (LA)|40.88211|0.0554401
POZONDON|40.56161,-1.470096
POZUEL DEL CAMPO|40.77131,-1.506898
PUEBLA DE HIJAR (LA)|41.2209,-0.443926
PUEBLA DE VALVERDE (LA)|40.2247,-0.9297862
PUERTOMINGALVO|40.26479,-0.4600198
RAFALES|40.83759|0.0208083
RILLO|40.72252,-0.9954608
RIODEVA|40.11693,-1.148196
RODENAS|40.64137,-1.516299
ROYUELA|40.37698,-1.512188
RUBIALES|40.27658,-1.269214
RUBIELOS DE LA CERIDA|40.77098,-1.212446
RUBIELOS DE MORA|40.19006,-0.6514604
SALCEDILLO|40.96213,-1.005372
SALDON|40.32478,-1.428428
SAMPER DE CALANDA|41.19006,-0.390319
SAN AGUSTIN|40.05976,-0.6927521
SAN MARTIN DEL RIO|41.06547,-1.386255
SANTA CRUZ DE NOGUERAS|41.11458,-1.088758
SANTA EULALIA|40.56639,-1.312636
SARRION|40.14188,-0.815191
SEGURA DE LOS BAÑOS|40.9402,-0.9511759
SENO|40.81201,-0.3388541
SINGRA|40.65592,-1.311811
TERRIENTE|40.29725,-1.504428
TERUEL|40.34411,-1.10691
TORIL Y MASEGOSO|40.24846,-1.486454
TORMON|40.20275,-1.353761
TORNOS|40.96223,-1.433829
TORRALBA DE LOS SISONES|40.89043,-1.459222
TORRE DE ARCAS|40.75116,-0.067632
TORRE DE LAS ARCAS|40.84147,-0.7188649
TORRE DEL COMPTE|40.93546|0.109912
TORRE LOS NEGROS|40.8533,-1.097085
TORRECILLA DE ALCAÑIZ|40.96016,-0.0919182
TORRECILLA DEL REBOLLAR|40.91006,-1.071651
TORRELACARCEL|40.61382,-1.304147
TORREMOCHA DE JILOCA|40.59011,-1.297152
TORRES DE ALBARRACIN|40.42721,-1.532242
TORREVELILLA|40.90303,-0.1098415
TORRIJAS|40.02264,-0.9575675
TORRIJO DEL CAMPO|40.82687,-1.336394
TRAMACASTIEL|40.18864,-1.240698
TRAMACASTILLA|40.43096,-1.56905
TRONCHON|40.62114,-0.3990553
URREA DE GAEN|41.16009,-0.4705417
UTRILLAS|40.81327,-0.843052
VALACLOCHE|40.19118,-1.091322
VALBONA|40.22942,-0.8106206
VALDEALGORFA|40.99085,-0.0347835
VALDECUENCA|40.29699,-1.406765
VALDELINARES|40.3917,-0.6063926
VALDELTORMO|40.98577|0.084194
VALDERROBRES|40.87544|0.1556791
VALJUNQUERA|40.95302|0.0259745
VALLECILLO (EL)|40.2346,-1.566361
VEGUILLAS DE LA SIERRA|40.15477,-1.406137
VILLAFRANCA DEL CAMPO|40.69447,-1.347499
VILLAHERMOSA DEL CAMPO|41.10942,-1.246205
VILLANUEVA DEL REBOLLAR DE LA SIERRA|40.8915,-1.009121
VILLAR DEL COBO|40.39555,-1.673985
VILLAR DEL SALZ|40.68233,-1.49918
VILLARLUENGO|40.64831,-0.5297248
VILLARQUEMADO|40.51945,-1.267652
VILLARROYA DE LOS PINARES|40.53041,-0.6699603
VILLASTAR|40.28053,-1.152892
VILLEL|40.23469,-1.187274
VINACEITE|41.26624,-0.5779686
VISIEDO|40.68581,-1.098317
VIVEL DEL RIO MARTIN|40.87017,-0.9402806
ZOMA (LA)|40.78397,-0.618576
ABANTO|41.13691,-1.698687
ACERED|41.17023,-1.604282
AGON|41.85692,-1.452092
AGUARON|41.33798,-1.26809
AGUILON|41.29503,-1.046726
AINZON|41.81704,-1.520205
ALADREN|41.24913,-1.155967
ALAGON|41.77036,-1.121953
ALARBA|41.20458,-1.613624
ALBERITE DE SAN JUAN|41.81969,-1.470257
ALBETA|41.8273,-1.499618
ALBORGE|41.3348,-0.3576005
ALCALA DE EBRO|41.81363,-1.196587
ALCALA DE MONCAYO|41.7863,-1.696082
ALCONCHEL DE ARIZA|41.20474,-2.118907
ALDEHUELA DE LIESTOS|41.06451,-1.701049
ALFAJARIN|41.61547,-0.7004536
ALFAMEN|41.43915,-1.246699
ALFORQUE|41.33142,-0.3856694
ALHAMA DE ARAGON|41.29637,-1.894019
ALMOCHUEL|41.28008,-0.5502118
ALMOLDA (LA)|41.55248,-0.2092891
ALMONACID DE LA CUBA|41.27913,-0.7920387
ALMONACID DE LA SIERRA|41.39656,-1.322687
ALMUNIA DE DOÑA GODINA (LA)|41.4774,-1.37605
ALPARTIR|41.42068,-1.382381
AMBEL|41.79573,-1.617189
ANENTO|41.07045,-1.333929
ANIÑON|41.44526,-1.70492
AÑON DE MONCAYO|41.77882,-1.721207
ARANDA DE MONCAYO|41.57757,-1.791696
ARANDIGA|41.51111,-1.502472
ARDISA|42.20103,-0.7574904
ARIZA|41.31088,-2.053553
ARTIEDA|42.58543,-0.9840556
ASIN|42.28297,-1.046718
ATEA|41.15928,-1.554076
ATECA|41.33101,-1.793537
AZUARA|41.25877,-0.8684728
BADULES|41.13863,-1.254127
BAGÜES|42.54947,-0.9455563
BALCONCHAN|41.08688,-1.460723
BARBOLES|41.71191,-1.188404
BARDALLUR|41.68325,-1.21231
BELCHITE|41.3061,-0.7543449
BELMONTE DE GRACIAN|41.31591,-1.5459
BERDEJO|41.56099,-1.944459
BERRUECO|40.99079,-1.466913
BIEL|42.38749,-0.9365878
BIJUESCA|41.54044,-1.920954
BIOTA|42.26216,-1.18699
BISIMBRE|41.85635,-1.443099
BOQUIÑENI|41.84874,-1.249734
BORDALBA|41.41724,-2.07819
BORJA|41.83517,-1.531878
BOTORRITA|41.50915,-1.030539
BREA DE ARAGON|41.52528,-1.598545
BUBIERCA|41.31425,-1.855994
BUJARALOZ|41.49786,-0.1492837
BULBUENTE|41.81774,-1.602562
BURETA|41.81722,-1.488251
BURGO DE EBRO (EL)|41.57219,-0.7410918
BUSTE (EL)|41.88599,-1.602931
CABAÑAS DE EBRO|41.79571,-1.163833
CABOLAFUENTE|41.21166,-2.038758
CADRETE|41.55568,-0.960096
CALATAYUD|41.35432,-1.647009
CALATORAO|41.52506,-1.344612
CALCENA|41.6562,-1.717815
CALMARZA|41.15789,-1.912225
CAMPILLO DE ARAGON|41.12734,-1.844533
CARENAS|41.27814,-1.797706
CARIÑENA|41.33694,-1.224118
CASPE|41.234,-0.0440777
CASTEJON DE ALARBA|41.18377,-1.636613
CASTEJON DE LAS ARMAS|41.31018,-1.812019
CASTEJON DE VALDEJASA|41.98233,-0.9950376
CASTILISCAR|42.37669,-1.274022
CERVERA DE LA CAÑADA|41.43308,-1.736934
CERVERUELA|41.21653,-1.215514
CETINA|41.28929,-1.966748
CHIPRANA|41.26306,-0.1253972
CHODES|41.48694,-1.480644
CIMBALLA|41.10086,-1.774756
CINCO OLIVAS|41.33767,-0.3712549
CLARES DE RIBOTA|41.52947,-1.83879
CODO|41.33324,-0.6999325
CODOS|41.29329,-1.374475
CONTAMINA|41.30536,-1.9175
COSUENDA|41.36493,-1.297405
CUARTE DE HUERVA|41.59271,-0.9310773
CUBEL|41.09658,-1.637927
CUERLAS (LAS)|40.95918,-1.548931
DAROCA|41.11533,-1.413934
EJEA DE LOS CABALLEROS|42.12921,-1.137434
EMBID DE ARIZA|41.38058,-1.971057
ENCINACORBA|41.28462,-1.276396
EPILA|41.60128,-1.2846
ERLA|42.11683,-0.948871
ESCATRON|41.29251,-0.3247748
FABARA|41.17867|0.1670119
FARLETE|41.68092,-0.5062719
FAYON|41.24017|0.3339737
FAYOS (LOS)|41.87784,-1.782601
FIGUERUELAS|41.76659,-1.175401
FOMBUENA|41.14391,-1.192019
FRAGO (EL)|42.27137,-0.9309025
FRASNO (EL)|41.41514,-1.494563
FRESCANO|41.87501,-1.450227
FUENDEJALON|41.76073,-1.472178
FUENDETODOS|41.34285,-0.9598514
FUENTES DE EBRO|41.51084,-0.6375385
FUENTES DE JILOCA|41.22859,-1.536752
GALLOCANTA|40.99695,-1.507961
GALLUR|41.86982,-1.31786
GELSA|41.40663,-0.4618234
GODOJOS|41.26862,-1.863422
GOTOR|41.54535,-1.650069
GRISEL|41.87176,-1.728725
GRISEN|41.74393,-1.162978
HERRERA DE LOS NAVARROS|41.21056,-1.082381
IBDES|41.21877,-1.834235
ILLUECA|41.53632,-1.623442
ISUERRE|42.48816,-1.055158
JARABA|41.19013,-1.88306
JARQUE|41.55592,-1.678478
JAULIN|41.45332,-0.9948922
JOYOSA (LA)|41.74516,-1.072959
LAGATA|41.23999,-0.8047833
LANGA DEL CASTILLO|41.21275,-1.398226
LAYANA|42.2968,-1.244285
LECERA|41.20604,-0.7099051
LECHON|41.08613,-1.284122
LECIÑENA|41.79892,-0.6105711
LETUX|41.25518,-0.8041978
LITAGO|41.81446,-1.751145
LITUENIGO|41.83528,-1.761339
LOBERA DE ONSELLA|42.4778,-1.022711
